img_url,caption,category,match_score
https://photo-cms-vovworld.zadn.vn/w500/uploaded/vovworld/rykxqdexqo/2020_10_15/cac-le-hoi-dac-sac-tai-yen-bai_231202022_ugvz.jpg,New Year customs of the Dao ethnic people - ảnh 1,Traditions / art / history,tensor(0.5495)
https://www.sony.com.my/image/e6a58f4514253f87cb8a7195f2bf640b?fmt=jpeg&wid=2000&hei=1333,The FE 20mm F1.8 G lets you get closer on what you want to shoot.,People and everyday life,tensor(0.5367)
https://apicms.thestar.com.my/uploads/images/2019/12/07/425145.jpg,Sculptures of giant-sized bowls of noodles make interesting backdrop for selfies at the entrance to the Penang Street Food Festival 2019.,Traditions / art / history,tensor(0.5283)
https://vietnamtimes.org.vn/stores/news_dataimages/minhchauvnt/022021/17/15/thumbnail/2748_1-1613359647-1613462325-3267-1613462457.png?rt=20210217152752,UK's The Guardian features Vietnamese's braised fish and pagoda in Lunar New Year article,People and everyday life,tensor(0.5539)
https://photo-cms-vovworld.zadn.vn/w730/uploaded/vovworld/wpxlqdhnw/2014_05_28/ao%20victims.jpg,Swiss woman supports Vietnamese AO victims - ảnh 1,People and everyday life,tensor(0.5297)
http://baoyenbai.com.vn/Resize_Image.aspx?ImgWd=375&IptFl=/Includes/NewsImg/3_2021/439_cuahangnl.jpg,A traditional costume shop in Nghia Lo town.,People and everyday life,tensor(0.5705)
http://saigonhotpot.vn/wp-content/uploads/2021/05/explore-sai-gon-through-5-senses-7.png,The paradise for secondhand clothing shopping (Image source: VovTV,People and everyday life,tensor(0.5341)
https://photo-cms-vovworld.zadn.vn/630x378/Uploaded/vovworld/qosino/2021_01_11/dieuphi1_PKWN.jpg,"Ethnic minority pastor serves as role model in production, social work",People and everyday life,tensor(0.5377)
https://luhanhvietnam.com.vn/du-lich/vnt_upload/news/05_2021/mua-gi-o-cho-bac-ha-4.jpg,What to buy at Bac Ha market? Ban Pho corn wine - A gift to buy when coming to Bac Ha,People and everyday life,tensor(0.5481)
https://www.dictio.id/uploads/db3342/original/3X/e/2/e263ddf07f0163dda01f28e3896519fe29fc38dd.jpeg,lay theories of behavioral causality,People and everyday life,tensor(0.5328)
https://www.tourtrungquoc.net.vn/images/am-thuc/ruou-trung-quoc-1.jpg,ruou trung quoc 1,Traditions / art / history,tensor(0.5465)
https://images.kienthuc.net.vn/zoomh/800/uploaded/ngothanhhuyen/2019_03_19/can-canh-kdt-trung-hoa-nhan-chinh-chat-choi-lup-xup-buc-boi-Hinh-7.jpg,"Can canh KDT Trung Hoa – Nhan Chinh: Chat choi, lup xup, buc boi-Hinh-7",People and everyday life,tensor(0.5620)
http://thanhdoantamky.vn/uploads/news/2020_02/anh-sinh-hoat-chi-doan-3.jpg,anh sinh hoat chi doan 3,People and everyday life,tensor(0.5279)
https://vietnamtimes.org.vn/stores/news_dataimages/dieuhuongvnt/062020/05/15/in_article/0721_69.png,ninh binh as stunning as dream land through the lens of foreign visitors,Geography / buildings / landmarks,tensor(0.5297)
https://media.thestar.com.my/Prod/8CABE00B-4453-4D80-91BC-A2EEF5BFCF6A,Teachers pets: Lim interacting with the students at the school.,People and everyday life,tensor(0.5234)
https://hpility.sg/wp-content/uploads/2016/11/HaoLaiWu-Steamboat-BBQ-Review-9.jpg,Valuable steamboat experience,Cooking and food,tensor(0.5280)
https://www.ipohecho.com.my/wp-content/uploads/2017/01/4203_20180517233455_d36dk-390x220.jpg,Photo of How the Buddha used his mind,Traditions / art / history,tensor(0.5402)
https://iraa.kpru.ac.th/contents/chadaporn/2021.02.15//thumbs/thumb_s_IMG_2982.webp,115. Chinese New Year's Day 2021,People and everyday life,tensor(0.5378)
https://toplist.vn/images/800px/mai-chau-green-valley-bungalows-181798.jpg,Mai Châu Green Valley Bungalows,Geography / buildings / landmarks,tensor(0.5439)
https://media.vov.vn/sites/default/files/styles/front_large/public/2021-05/Tan%20Phu%20hospital%20cordoned%20off.jpg,Ho Chi Minh City on full alert as dozens test positive for COVID-19,People and everyday life,tensor(0.5436)
https://vietnamtimes.org.vn/stores/news_dataimages/duongnganvnt/032021/15/21/croped/thumbnail/2302_hu-tieu-pizza-in-Southwest-Vietnam.png,'Hu tieu pizza' - multicultural dish grabs tourists' attractions in Southwest Vietnam,People and everyday life,tensor(0.5356)
https://vietnamtimes.org.vn/stores/news_dataimages/dieuhuongvnt/112020/10/17/1109_25.png?rt=20201111073026,Picturesque beauty of Pom Coong village in northern Vietnam,Geography / buildings / landmarks,tensor(0.5288)
https://alliancerealestate.com.vn/wp-content/uploads/2019/07/83574c38b2cf56910fde-554x360-c-center.jpg,"4 Bedroom Villa for sale in Thao Dien Ward, District 2, Ho Chi Minh City, VN",Geography / buildings / landmarks,tensor(0.5238)
https://photo-cms-vovworld.zadn.vn/630x378/Uploaded/vovworld/igszno/2014_11_03/TTXVN_Hue_25152.jpg,Vietnam aims to welcome 9 million foreign tourists by 2020,Geography / buildings / landmarks,tensor(0.5212)
https://www.sif.org.sg/-/media/Project/Singapore-International-Foundation/Corporate-Site/A-Simple-Act.jpg,A Simple Act,People and everyday life,tensor(0.5275)
https://www.panyaden.ac.th/old-blog-uploads/2017/10/Panyaden-social-contribution-day-Y3-and-Y6_MG_7159-logo.jpg,Time for games! Panyaden Social Contribution Day at elder aId home in Chiang Mai,People and everyday life,tensor(0.5481)
https://image.vietnamnews.vn/uploadvnnews/Article/Thu_Van/2020/11/13/imgsrc-8-1.jpg,Đà Vị dry vermicelli – the flavour of the mountains,People and everyday life,tensor(0.5522)
https://www.sidec.com.my/wp-content/uploads/2017/06/5643821568_6e416fb746_b-1024x675.jpg,Pasar Malam of the Future digitalised with WECONNECT,People and everyday life,tensor(0.5808)
https://luhanhvietnam.com.vn/du-lich/vnt_upload/news/03_2021/cong-chua-hien-mat.jpg,Bamboo - the main design of the gate of Hien Mat Pagoda,Traditions / art / history,tensor(0.5440)
https://vietnamtimes.org.vn/stores/news_dataimages/hang.le/062020/22/17/in_article/2126_mute-restaurant-2.jpg?rt=20200623065110%20style=,crowded diner downtown hanoi where buyer and sellers communicate by nonverbal means,People and everyday life,tensor(0.5290)
https://dayakculturalfoundation.org.my/v2/wp-content/uploads/2017/12/DCF-PERFORMING-ARTS-TROUPE3-600x600.jpg,DCF Performing Arts Troupe,People and everyday life,tensor(0.5603)
http://image.vietnamnews.vn/uploadvnnews/Article/2018/7/26/thanhlong42733340PM.jpg,US continues to be key export market for Việt Nam,People and everyday life,tensor(0.5547)
https://photo-cms-vovworld.zadn.vn/w730/uploaded/vovworld/qosino/2020_07_08/thaoatua_apzz.jpg,Ethnic Party member helps improve local people’s lives - ảnh 1,People and everyday life,tensor(0.5292)
https://image.vietnamnews.vn/uploadvnnews/Article/2019/9/4/36066_trungthu.jpg,Children join full moon festival activities at national museum,People and everyday life,tensor(0.5307)
https://hanoirealestate.com.vn/images/products/house-to-rent-in-central-hanoi-modern-3-bedroom-house-for-rent_20142261120111.jpg,"House to rent in Central Hanoi, modern 3 bedroom house for rent 1",Objects / materials / clothing,tensor(0.5277)
https://image.vietnamnews.vn/uploadvnnews/Article/Khanh_Chi/2019/8/16/dsc03390_med-1.jpg,HCM City Mekong Delta seek to co-ordinate tourism activities,People and everyday life,tensor(0.5507)
https://vietnamtimes.org.vn/stores/news_dataimages/dieuhuongvnt/102020/18/11/4818_20.png?rt=20201018135552,vietnamese female beauties at work across the country in photos,Traditions / art / history,tensor(0.5217)
https://www.ilink.ph/files/template_photos/6554-image.jpg,copa businessmans hotel_guest room,Objects / materials / clothing,tensor(0.5329)
https://luhanhvietnam.com.vn/du-lich/vnt_upload/news/11_2020/tac-pham-tuong-go-huu-thao.jpg,Pilgrimage to Father Diep Bac Lieu church - Huu Thao wooden statue,Traditions / art / history,tensor(0.5281)
http://www.baanborphut.ac.th/img/article/art_1607069882/image/g/6ba2d98aad6b033400ab62b21895253f1_2481748005.jpg,div style='text-align:center;'> ชื่อไฟล์ : 6ba2d98aad6b033400ab62b21895253f1_2481748005.jpg <a href='img/article/art_1607069882/image/g/6ba2d98aad6b033400ab62b21895253f1_2481748005.jpg' target='_blank' style='color:$FFF !important;' download>Download</a></div,People and everyday life,tensor(0.5236)
https://www.thesundaily.my/binrepository/769x513/0c80/768d432/none/11808/PQBM/fw1164695-kl09-150521-perniagaan-mpr-1674236-20210521093431_1779570_20210713092821.jpg,"Lock down building by building instead of whole state, Miti urged",People and everyday life,tensor(0.5506)
http://www.udomporntours.co.th/img_package/DSC00009.JPG,FULL DAY EXPERIENCE TREK MAE TAENG AREA,People and everyday life,tensor(0.5725)
https://image.vietnamnews.vn/uploadvnnews/Article/2021/5/31/154158_3911715254679494_2-xa%20hong%20van-anh%20Khanh%20Long.JPG,Flowers and ornamental plants are key agriculture products of Hà Nội,Geography / buildings / landmarks,tensor(0.5525)
https://media.vov.vn/sites/default/files/styles/large/public/2021-07/16_13.jpg,All essential supplies are thoroughly disinfected before being handed over to residents inside.,People and everyday life,tensor(0.5362)
http://orientalhospitality.com.vn/UploadFile/News/famed-french-photographer.jpg,Famed French photographer puts Hội An locals in his lens,People and everyday life,tensor(0.5613)
https://tmo.taimienphi.vn/cf/images/2016/7/ha/procapture-cho-android-1.jpg,download procapture cho android,Geography / buildings / landmarks,tensor(0.5260)
https://xotours.vn/blog/wp-content/uploads/2013/04/cone-incense-burners.jpg,Cone-shaped incense burners on the ceiling of the Pagoda.,Traditions / art / history,tensor(0.5297)
https://photo-cms-sggp.zadn.vn/w840/Uploaded/2021/zfuswurkxr/2021_04_21/gio-to-2_phje_mjjy.jpg,Hung Kings’ death anniversary commemorated in HCMC ảnh 3,Traditions / art / history,tensor(0.5215)
https://vietnamtimes.org.vn/stores/news_dataimages/thanhhavnt/032021/02/10/in_article/5138_ao-dai-11.jpg?rt=20210302130300,Family of 4 generations sewing Ao Dai in Old Quarter: From rusted sewing machine to a famous brand,People and everyday life,tensor(0.5546)
https://apicms.thestar.com.my/uploads/images/2021/05/10/1143848.jpg,"In the past, mothers were often the ones tasked with cooking all the family meals, but these days, spouses often pitch in as well. — Filepic",People and everyday life,tensor(0.5265)
https://nowjakarta.co.id/uploads/article/image/742/regular_iStock-876378890.jpg,A Road Trip to the West Coast of Java,Geography / buildings / landmarks,tensor(0.5269)
https://media.thestar.com.my/Prod/7D0674FB-B733-4C9F-B35A-995679A3D765,Late-night shopping: The Danau Kota Uptown night bazaar in Setapak is considered one of the main attractions for city-goers to do a spot of late-night shopping.,People and everyday life,tensor(0.5258)
https://photo-cms-sggp.zadn.vn/w840/Uploaded/2021/zfuswurkxr/2021_06_23/trienlamboicanh1_jnoh_crcg.jpg,Exhibition presents Vietnamese famous filming locations ảnh 2,Geography / buildings / landmarks,tensor(0.5340)
https://vir.com.vn/stores/news_dataimages/hung/012017/04/16/vn_sx_vacxin.jpg,Việt Nam expected to produce mixed vaccines in coming years,People and everyday life,tensor(0.5284)
https://businessmirror.com.ph/wp-content/uploads/2021/03/nation02-032321.jpg,Foreign envoys rue reef row over Chinese vessels in WPS | Recto Mercene - Business Mirror,Vehicles and Transportation,tensor(0.5260)
https://vietnamtimes.org.vn/stores/news_dataimages/minhphuongvnt/092020/25/11/4939_Po_Tau.jpg?rt=20200926073330,Boosting resilience to climate risks through improved farmer practice in passion fruit farming,People and everyday life,tensor(0.5322)
http://www.asingan.gov.ph/wp-content/gallery/palaris-new-dreamers-association-new-years-ball/dynamic/Palaris-New-Dreamers-Association-New-Years-Ball-2-nggid03878-ngg0dyn-0x0x100-00f0w010c010r110f110r010t010.jpg,Palaris New Dreamers Association New Years Ball (2,People and everyday life,tensor(0.5232)
https://secure3.vncdn.vn/ttnew/r/2020/07/28/7-1595912129.jpg,"The headquarters of Thach Trang Ward is located inside the lockdown area in Da Nang City, Vietnam. Photo: Tan Luc / Tuoi Tre",People and everyday life,tensor(0.5226)
https://vietnamtimes.org.vn/stores/news_dataimages/honganhvnt/092020/10/15/thumbnail/5317_Capture.png?rt=20200910155438,Mount Mau Son: Conquering the,Geography / buildings / landmarks,tensor(0.5220)
https://cdn.tuoitre.vn/thumb_w/980/2020/11/15/logo-anh-10-16054106196931477562755.jpg,All night cooking free porridge for the poor - Photo 2.,People and everyday life,tensor(0.5221)
http://dts.com.vn/PublishingImages/708a1198_2-01.jpg,DTS is home,Traditions / art / history,tensor(0.5414)
https://footprint.vn/Uploads/Mediums/2016/8/20/20160820114331_top-6.png,Top 6 Reasons Why You Should Stay In Pu Luong Retreat,People and everyday life,tensor(0.5583)
https://vietnamtimes.org.vn/stores/news_dataimages/thuyhangvnt/012021/19/15/in_article/5146_ho5.png?rt=20210119162050,Impressive Hoang Su Phin cloudy wallowing in wait for your enjoyment,People and everyday life,tensor(0.5325)
"https://cimgr.clozette.co.id/indo/f_jpg,w_300,c_fit/uploads/clozette-daily-0000095060/da4d00ca745b45b095ebaa2a60412361.jpg",No sun-bathing tho' ðŸ˜ŽðŸ›¥ðŸ�� #clozetteid . . . #travel #traveling #socialenvy #vacation #visiting #instatravel #instago #instagood #trip #holiday #photooftheday #fun #travelling #tourism #tourist #instapassport #instatraveling #mytravelgram #travelgram #travelingram #igtravel #indonesia,Objects / materials / clothing,tensor(0.5332)
https://icdn.dantri.com.vn/thumb_w/640/2021/04/06/vinh-ha-long-thu-nho-dep-nhu-tien-canh-o-an-giangdocx-1617676219963.jpeg,Little Halong Bay like a fairy tale in An Giang - 5,Geography / buildings / landmarks,tensor(0.5423)
https://www.tnp.sg/sites/default/files/styles/medium/public/articles/2017/03/14/NP_20170314_RAT14_1518078.jpg?itok=2gX5Q1LB,Two Penang eateries shut after rat droppings found,People and everyday life,tensor(0.5301)
https://image.vietnamnews.vn/uploadvnnews/Article/Thanh_Hai/2016/6/17/suc-song-lang-be-2-1jpgaspx-1.jpg,Chasing fish and the truth in Southern VN,People and everyday life,tensor(0.5456)
https://vietnamtimes.org.vn/stores/news_dataimages/hang.le/062020/05/13/5909_coconut-forest-hoi-an-vietnam-shutterstock_619860935.jpg,australian magazine lists vietnam a top 10 country to visit in 2021,Geography / buildings / landmarks,tensor(0.5461)
https://vietnamtimes.org.vn/stores/news_dataimages/hang.le/082020/21/11/4708_vendor-5.jpg?rt=20200822070718,street vendors an enduring cultural beauty of hanoi,People and everyday life,tensor(0.5694)
https://image.phunuonline.com.vn/news/2017/20170818/fckimage/107828_tang-thue-vat-18822898.jpg,Tang thue GTGT co an toan tai chinh cho quoc gia?,People and everyday life,tensor(0.5439)
"https://cimgr.clozette.co.id/indo/f_jpg,w_500,c_fit/uploads/7633a6904410496c923c27d7ac5a463d/b45d70a66e3f4a979dd009306dafb273.jpg","HAPPY BIRTHDAY ME!!! 🎉🎉🎉🎉🎉🎂🎂🎂 . . . Every birthday is like doing climb up, it's hard to do at first, but once you enjoy it, you'd be very excited everytime you're doing it. Maybe that's what people called growing up. . . . (((Ini harus bgt pake quote sok filosofis ala parkour sesuai foto. Hey, my birthday, my rule 😇😇😇))) . . . Sooooooooo, who's up for timezone dance dance????? 😎😎😎 . . . . . #birthdaygirl #mybirthday #myrule #lalalayeyeyeee #clozette #clozetteid",Objects / materials / clothing,tensor(0.5334)
https://explorevietnam.com.vn/hoi-an/wp-content/uploads/2018/08/hoi-an-old-town.jpg,Hoi An City of Lanterns - what to do in hoi an for 3 days,Geography / buildings / landmarks,tensor(0.5269)
https://image.vietnamnews.vn/uploadvnnews/Article/2019/1/23/nghean75621008PM.jpg,Nghệ An commune in need of concrete bridge,People and everyday life,tensor(0.5386)
https://www.nowbali.co.id/wp-content/uploads/2019/09/East-Bali-Pura-Candidasa.jpg,East Bali - Candidasa Temple,Traditions / art / history,tensor(0.5448)
https://secure3.vncdn.vn/ttnew/r/2019/09/07/logo-trung-thu-3-1567775830054304236369-1567831416.jpg,"Traditional drums are on display at a Mid-Autumn Festival in Hanoi, September 6, 2019. Photo: Thien Dieu / Tuoi Tre",Traditions / art / history,tensor(0.5339)
http://www.nalanda.org.my/wordpress/mainsite/wp-content/uploads/2015/10/83-660x420.jpg,Bro. Tan speaking about the salient qualities of Ven. Saranankara.,People and everyday life,tensor(0.5280)
https://www.ces.co.th/wp-content/uploads/2015/06/new-office-ces-_2011_03-1024x768.jpg,new office ces _2011_03,Traditions / art / history,tensor(0.5215)
https://www.tnp.sg/sites/default/files/styles/medium/public/articles/2016/06/06/NP_20160606_DYCAFE-SX4_1284627.jpg?itok=wLMA2MHz,He gives food he cooks to the elderly in Chinatown,People and everyday life,tensor(0.5632)
https://en.baoninhbinh.org.vn/DATA/THUMB/2019/9/17/ninh-binh-gears-up-for-hosting-of-national-tourism-year-2020-540x360.jpg,Ninh Binh gears up for hosting of National Tourism Year 2020,Traditions / art / history,tensor(0.5266)
http://saigonhotpot.vn/wp-content/uploads/2021/04/Picture1.jpg,Provide Visual For Text,People and everyday life,tensor(0.5327)
https://secure3.vncdn.vn/ttnew/r/2020/09/21/hoi-quan-nghia-an-duoc-xay-dung-boi-cong-dong-nguoi-trieu-chau-tu-the-ky-19-15934891159331958523647-1600651017.jpg,"Nghia An guildhall in District 5, Ho Chi Minh City is seen in this undated file photo. Photo: Tuoi Tre",Geography / buildings / landmarks,tensor(0.5269)
https://cemboard.vn/upload_images/images/cemboard.vn/DU%20AN/QUAN%20AN%20NGON%20ROYAL%20CITY/cemboard_vn_Vach_ngan_decor_cemboard_quan_an_ngon_royal_city_002.jpeg,Thi công tấm cemboard 01,Brands / products / companies,tensor(0.5205)
http://empowered.org.my/i/events/2015-2/1%20(18).jpg,A snippet of the crowd enjoying themselves tremendously during the workshops as they are made aware of colorectal cancer,People and everyday life,tensor(0.5468)
https://travelgear.vn/blog/wp-content/uploads/2020/10/lost-escape-room.jpg,Căn phòng trong Lost Escape room,Traditions / art / history,tensor(0.5261)
https://scholding.com.vn/wp-content/uploads/2021/04/1-001-diem-check-in-mien-phi-o-sieu-quan-the-phu-quoc-united-center-6.jpg,1 001 diem check in mien phi o sieu quan the phu quoc united center 6,Traditions / art / history,tensor(0.5283)
https://www.thesundaily.my/binrepository/648x432/0c0/0d0/none/11808/QKYV/mk04-20042021-busur-bn202104184339_1621148_20210420132912.jpg,Retired mechanical engineer goes into bow making,People and everyday life,tensor(0.5387)
https://eatbook.sg/wp-content/uploads/2019/04/Shun-Feng-Crayfish-Delight-Storefront.jpg,Shun Feng Crayfish Delight - Storefront,Cooking and food,tensor(0.5222)
https://vir.com.vn/stores/news_dataimages/hung/022021/26/10/in_article/buffalo-tours-in-hoi-an-prove-a-hit_3.jpg,buffalo tours in hoi an prove a hit,People and everyday life,tensor(0.5344)
https://realman.my/wp-content/uploads/2021/02/photo_2021-02-13_15-53-01-2-870x420.jpg,FOR SALE 2 STOREY TERRACE HOUSE (LOW COST HOUSE) TAMAN MUDA AMPANG,People and everyday life,tensor(0.5281)
https://image.vietnamnews.vn/uploadvnnews/Article/2021/1/12/132839_3796801132630806_tet.jpg,Consumers warned about unsafe food ahead of Tết,Cooking and food,tensor(0.5597)
https://www.dbs.com.sg/iwov-resources/media/images/deposits/promotions/krw-remit/krw-remit-hero.jpg,Introducing same-day transfers to South Korea at $0 fee,Traditions / art / history,tensor(0.5283)
https://multimedia.beritajakarta.id/photo/2014_508c75c8507a2ae5223dfd2faeb98122/c3a167916baf1826313b5ec4f8e179a8.jpg,6.5 kg of Kale and 8 Ounces of Pakcoy Harvested from Tanjong Timor RPTRA,People and everyday life,tensor(0.5551)
https://image.vietnamnews.vn/uploadvnnews/Article/2020/5/15/86653_3587719079469211_phi.jpg,Typhoon forces 140000 from homes in virus-hit Philippines,People and everyday life,tensor(0.5462)
http://koperasiseroja.saidinaxlcanopy.com.my/gallery/Kanopi/Arabian/13.jpg,arabic canopy specification,People and everyday life,tensor(0.5221)
https://secure3.vncdn.vn/ttnew/r/2019/05/15/logo-tra-que11-15568666277331950312175-1557909752.jpg,"A farmer collects vegetables in Tra Que vegetable village in Hoi An, Quang Nam, central Vietnam. Photo: Mai Vinh / Tuoi Tre",People and everyday life,tensor(0.5604)
https://secure3.vncdn.vn/ttnew/r/2021/04/13/download-1618303730.jpg,Thailand reports 965 new COVID-19 cases as biggest holiday begins,People and everyday life,tensor(0.5390)
https://image.vietnamnews.vn/uploadvnnews/Article/2020/11/20/123806_hoa.jpg,Exhibition features memories of brutal US bombing campaigns,Traditions / art / history,tensor(0.5567)
https://icjr.or.id/wp-content/uploads/2016/12/Shahbag_Projonmo_Square_Uprising_Demanding_Death_Penalty_of_the_War_Criminals_of_1971_in_Bangladesh_12-374x200_c.jpg,ICJR: Government of Indonesia Should Consistently Promote “Win-Win Solution” Regarding the Provisions of Death Penalty in the Penal Code Bill (RKUHP,Sports and recreation,tensor(0.5228)
https://www.2cents.my/wp-content/uploads/2018/02/412c000ae0ecc033d5565f577bac5234-1024x679.jpg,What’s Else is There Know Of Chinese New Year?,Traditions / art / history,tensor(0.5335)
https://vir.com.vn/stores/news_dataimages/hung/082020/24/19/croped/1506p11-sharpened-appeal-to-lure-german-interest.jpg,Sharpened appeal to lure German interest,People and everyday life,tensor(0.5225)
https://www.prime.vn/storage/news/large/5e4f9d98875675.6166838820200221160632.jpeg,New House at Peaceful Village,Geography / buildings / landmarks,tensor(0.5511)
https://iraa.kpru.ac.th/contents/chadaporn/2020.02.15//thumbs/thumb_s_IMG_8107.webp,160. The closing ceremony of ASEAN Leadership 2020,People and everyday life,tensor(0.5247)
https://image.vietnamnews.vn/uploadvnnews/Article/2018/12/26/xa1340703PM.jpg,Hà Nội issues plan to ensure traffic safety in 2019,Vehicles and Transportation,tensor(0.5271)
https://media.vov.vn/sites/default/files/styles/front_large/public/images-english/9409_p13_CYOM.jpg,Tech key to position Vietnam as a manufacturing leader,People and everyday life,tensor(0.5357)
https://img.iproperty.com.my/my-iproperty/premium/220x220-crop/w-hoyte6654c10-c6c5-4d63-b9be-b5f9c3911373_800x600.jpeg,"5 Minute Tol Ayer Hitam, Tar Road to Land, Ayer Hitam",Geography / buildings / landmarks,tensor(0.5367)
https://secure3.vncdn.vn/ttnew/r/2020/10/06/2-1601957848.jpg,Visitors are served with langsat fruits if they come to a Co Tu family in the langsat season,People and everyday life,tensor(0.5643)
https://www.wargabiz.com.my/wp-content/uploads/2019/11/kg3-768x508.png,A Must-Visit Rainbow Village If You Are Travelling to Kelantan,People and everyday life,tensor(0.5303)
https://secure3.vncdn.vn/ttnew/r/2021/01/02/logo-mg1962-16094936092871739310780-1609562065.jpg,"A family visit the Saigon Zoo and Botanical Gardens in District 1, Ho Chi Minh City, January 1, 2021. Photo: Chau Tuan / Tuoi Tre",People and everyday life,tensor(0.5407)
https://vncars.com.vn/wp-content/uploads/2020/05/v5.jpg,Top 4 Beautiful Villages in Hoi An Countryside,People and everyday life,tensor(0.5225)
https://vir.com.vn/stores/news_dataimages/hung/062021/21/08/croped/hanois-tourism-sector-moves-to-counter-covid-19-resurgences-impacts.jpg,Hanoi’s tourism sector moves to counter COVID-19 resurgence’s impacts,Geography / buildings / landmarks,tensor(0.5223)
https://vietnamtimes.org.vn/stores/news_dataimages/hang.le/062020/01/23/2513_4.jpg,dog with lottery tickets on mouth helps handicapped owner earn a livelihood,People and everyday life,tensor(0.5289)
https://moitruongdulich.vn/mypicture/images/2019/Thang8/168thudonracohalong.jpg,Disposable plastic products to be banned in Ha Long Bay,People and everyday life,tensor(0.5352)
https://s.kaskus.id/b/images/2013/03/22/2608408_20130322072443.jpg,Orico USB Type C to Female USB 2.0 Cable Adapter 50cm - CT2-50,Objects / materials / clothing,tensor(0.5257)
https://www.mustikaland.co.id/wp-content/uploads/2020/06/completed-projects-article-img-1024x693.jpg,Completed Projects - Mustika Land,People and everyday life,tensor(0.5215)
https://jawametrik.uns.ac.id/wp-content/uploads/2018/06/DSC_0027-1.jpg,Museum Goes To Campus,Traditions / art / history,tensor(0.5386)
http://moitruongdulich.vn/mypicture/images/2020/CNMN42020/226History-comes-to-life-on-heritage-tours-1.jpg,Ha Noi: History comes to life on heritage tours,Sports and recreation,tensor(0.5371)
https://secure3.vncdn.vn/ttnew/r/2020/01/20/1-1579513727.jpg,Nguyen Thi Huynh prepares sticky rice for a customer. Photo: Ngoc Phuong / Tuoi Tre,People and everyday life,tensor(0.5444)
https://vietnamtimes.org.vn/stores/news_dataimages/hang.le/042020/27/19/croped/thumbnail/1148_81139_Chao_Yen._photo_VTV5.jpg?rt=20200608054621,rights of ethnic minority people promoted,Traditions / art / history,tensor(0.5630)
https://secure3.vncdn.vn/ttnew/r/2019/04/14/tech-1555239450.jpg,Technology and the expats in Vietnam,People and everyday life,tensor(0.5605)
https://photo-cms-sggp.zadn.vn/w840/Uploaded/2021/zfuswurkxr/2021_04_28/5_wrvo.jpg,Ly Son island’s traditional boat race certified as national intangible cultural ảnh 5,Sports and recreation,tensor(0.5385)
https://vietnamtimes.org.vn/stores/news_dataimages/honganhvnt/102020/05/23/thumbnail/0704_Capture.png?rt=20201005230800,Amazing photos depicting everyday lives of Dao ethnic locals in Mau Son,Traditions / art / history,tensor(0.5651)
