annotation_id,annotator,email,created_at,timestamp,id,image,lead_time,text_cap_en,text_cap_native,text_culture_loc,text_image_loc,text_submitter_native_lang,updated_at
,,seacrowd.research@gmail.com,06/02/2025 00:00:00,06/02/2025 00:00:00,,https://raw.githubusercontent.com/SEACrowd/sea-vl-image-collection/refs/heads/main/data/6596_Philippines_RosalJostinJerico_041 - Jostin Jerico Rosal.jpg,,"Tocilog is a popular filipino breakfast dish with sweetened pork, fried rice and egg.","Tocino na Baboy ay minatamis na karne ng baboy, na may itlog at sinangag.",Philippines,"Legazpi, Philippines",Filipino (fil),
,,seacrowd.research@gmail.com,06/02/2025 00:00:00,06/02/2025 00:00:00,,https://raw.githubusercontent.com/SEACrowd/sea-vl-image-collection/refs/heads/main/data/6597_201 - Muhammad Rizky Syaban.jpg,,Palu's traditional kue putu is made from black glutinous rice wrapped in grated coconut.,Kue putu khas palu terbuat dari beras ketan hitam yang dibalut oleh parutan kelapa,Indonesia,"Palu, Indonesia",Indonesian (ind),
,,seacrowd.research@gmail.com,06/02/2025 00:00:00,06/02/2025 00:00:00,,https://raw.githubusercontent.com/SEACrowd/sea-vl-image-collection/refs/heads/main/data/6598_201 - Muhammad Rizky Syaban.jpg,,Palu's traditional kue putu is made from black glutinous rice wrapped in grated coconut.,Kue putu khas palu terbuat dari beras ketan hitam yang dibalut oleh parutan kelapa,Indonesia,"Palu, Indonesia",Indonesian (ind),
,,seacrowd.research@gmail.com,06/02/2025 00:00:00,06/02/2025 00:00:00,,https://raw.githubusercontent.com/SEACrowd/sea-vl-image-collection/refs/heads/main/data/6599_202 - Muhammad Rizky Syaban.jpg,,"Kue Tetu, a traditional cake from Central Sulawesi, is made from flour with a palm sugar topping at the bottom and served in pandan leaves",Kue tetu khas Sulawesi tengah yang terbuat dari tepung dengan toping gula merah dibawahnya yang disajikan menggunakan daun pandan,Indonesia,"Palu, Indonesia",Indonesian (ind),
,,seacrowd.research@gmail.com,06/02/2025 00:00:00,06/02/2025 00:00:00,,https://raw.githubusercontent.com/SEACrowd/sea-vl-image-collection/refs/heads/main/data/6600_203 - Muhammad Rizky Syaban.jpg,,Palu's traditional kue putu is made from white glutinous rice wrapped in grated coconut,Kue putu khas palu terbuat dari beras ketan putih yang dibalut oleh parutan kelapa,Indonesia,"Palu, Indonesia",Indonesian (ind),
,,seacrowd.research@gmail.com,06/02/2025 00:00:00,06/02/2025 00:00:00,,https://raw.githubusercontent.com/SEACrowd/sea-vl-image-collection/refs/heads/main/data/6601_204 - Muhammad Rizky Syaban.jpg,,"Jogja Monument, a historical icon of Yogyakarta","Tugu Jogja, ikon sejarah kota Yogyakarta",Indonesia,"Yogyakarta, Indonesia",Indonesian (ind),
,,seacrowd.research@gmail.com,06/02/2025 00:00:00,06/02/2025 00:00:00,,https://raw.githubusercontent.com/SEACrowd/sea-vl-image-collection/refs/heads/main/data/6602_206 - Muhammad Rizky Syaban.jpg,,"Sambal Penja, a traditional chili sauce from Sulawesi, is made from chili peppers, tomatoes, and Penja fish","Sambal penja, sambal khas sulawesi yang terbuat dari cabe, tomat, dan ikan penja",Indonesia,"Palu, Indonesia",Indonesian (ind),
,,seacrowd.research@gmail.com,06/02/2025 00:00:00,06/02/2025 00:00:00,,https://raw.githubusercontent.com/SEACrowd/sea-vl-image-collection/refs/heads/main/data/6603_3 - anjela_santos - anjela gail santos.png,,"A flower farm on top of a mountain in Atok, Benguet with an overlooking view of the Mountain Province. Tourists are seen in the background enjoying the view.","Isang taniman ng mga bulaklak sa tuktok ng Atok, Benguet na may tanawin ng Moutain Province sa likuran. May mga turistang makikitang pinagmamasdan ang tanawin.",Philippines,"Atok, Philippines",Filipino (fil),
,,seacrowd.research@gmail.com,06/02/2025 00:00:00,06/02/2025 00:00:00,,https://raw.githubusercontent.com/SEACrowd/sea-vl-image-collection/refs/heads/main/data/6604_anjelasantos_-_4 - Anjela Gail Santos.jpg,,A bofire on the beach lit by dried coconut palm leaves.,"Pagsisiga ng mga natuyong dahon ng buko, sa tabing dagat.",Philippines,"Palawan, Philippines",Filipino (fil),
,,seacrowd.research@gmail.com,06/02/2025 00:00:00,06/02/2025 00:00:00,,https://raw.githubusercontent.com/SEACrowd/sea-vl-image-collection/refs/heads/main/data/6605_5 - anjela_santos - anjela gail santos.png,,A painting of a cathedral on pieces of scrap metal.,Isang larawan ng simbahan na pininturahan sa napaglumaang mga bakal.,Philippines,"Leyte, Philippines",Filipino (fil),
,,seacrowd.research@gmail.com,06/02/2025 00:00:00,06/02/2025 00:00:00,,https://raw.githubusercontent.com/SEACrowd/sea-vl-image-collection/refs/heads/main/data/6606_anjelasantos - 6 - anjela gail santos.png,,"The San Juanico Bridge, a bridge spanning over 2km long connecting the islands of Leyte and Samar. It is said to have been built by a former president for the love of his life.",Ang San Juanico Bridge ay isang tulay na kumukonekta sa mga isla ng Leyte at Samar. Itoy sinasabing ipinagawa ng isang dating presidente para sa kanyang pinkamamahal.,Philippines,"Leyte, Philippines",Filipino (fil),
,,seacrowd.research@gmail.com,06/02/2025 00:00:00,06/02/2025 00:00:00,,https://raw.githubusercontent.com/SEACrowd/sea-vl-image-collection/refs/heads/main/data/6607_11_-_anjela_santos - Anjela Gail Santos.jpg,,"Limestone cave called ""Hinagdanan cave"" with crystalline water where people can be seen swimming.","""Hinagdanan Cave"" na gawa sa apog at may malinaw na tubig kung saan makikitang may mga lumalangoy na bisita.",Philippines,"Bohol, Philippines",Filipino (fil),
,,seacrowd.research@gmail.com,06/02/2025 00:00:00,06/02/2025 00:00:00,,https://raw.githubusercontent.com/SEACrowd/sea-vl-image-collection/refs/heads/main/data/6608_5 - anjela_santos - Anjela Gail Santos.jpeg,,"A busy urban street scene with various vehicles, including a red horse-drawn carriage called ""kalesa"".  A person is pushing a cart loaded with goods. In the background, there is a bell tower from a church.","Isang abalang kalye sa Quiapo, lungsod na may iba't ibang sasakyan, kabilang ang isang kalesa. May isang tao na nagtutulak ng kariton na may kargang mga paninda. Sa likuran, may isang kampanaryo ng simbahan.",Philippines,"Manila, Philippines",Filipino (fil),
,,seacrowd.research@gmail.com,06/02/2025 00:00:00,06/02/2025 00:00:00,,https://raw.githubusercontent.com/SEACrowd/sea-vl-image-collection/refs/heads/main/data/6609_74 - anjela_santos - Anjela Gail Santos.jpeg,,"A box of ""Ube Pastillas Hopia"" a classic Filipino pastry made from purple yam. ","Kahon ng ""Ube Pastillas Hopia"" isang karaniwang panghimagas na Pinoy na gawa sa ube. ",Philippines,"Puerto Princesa, Philippines",Filipino (fil),
,,seacrowd.research@gmail.com,06/02/2025 00:00:00,06/02/2025 00:00:00,,https://raw.githubusercontent.com/SEACrowd/sea-vl-image-collection/refs/heads/main/data/6610_60 - anjela_santos - Anjela Gail Santos.jpeg,,"A detailed monument featuring a large statue of a man holding a bolo, symbolizing Filipino resistance. Surrounding him are various figures in a relief sculpture, depicting scenes of struggle and unity. The letters ""KKK"" are prominently displayed, representing the Katipunan, a revolutionary society. The Philippine flag is also part of the artwork, emphasizing national pride.","Isang detalyadong monumento na may malaking estatwa ng isang lalaking may hawak na bolo, sumisimbolo sa paglaban ng mga Pilipino. Sa paligid niya ay may iba't ibang pigura sa isang relief sculpture, na naglalarawan ng mga eksena ng pakikibaka at pagkakaisa. Ang mga letrang ""KKK"" ay kitang-kita, na kumakatawan sa Katipunan, isang rebolusyonaryong samahan. Kasama rin sa sining ang watawat ng Pilipinas, na nagbibigay-diin sa pambansang pagmamalaki.",Philippines,"Manila, Philippines",Filipino (fil),
,,seacrowd.research@gmail.com,06/02/2025 00:00:00,06/02/2025 00:00:00,,https://raw.githubusercontent.com/SEACrowd/sea-vl-image-collection/refs/heads/main/data/6611_63 - anjela_santos - Anjela Gail Santos.jpeg,,"A market stall with a variety of fruits. In the foreground, there are several green avocados. In the background, other fruits like oranges, mangoes, and watermelons are visible, along with some packaged goods on shelves.","Isang tindahan sa palengke na may iba't ibang prutas. Sa unahan, mayroong ilang berdeng abokado. Sa likuran, makikita ang iba pang prutas tulad ng mga dalandan, mangga, at pakwan, kasama ang ilang naka-pack na produkto sa mga estante.",Philippines,"El Nido, Philippines",Filipino (fil),
,,seacrowd.research@gmail.com,06/02/2025 00:00:00,06/02/2025 00:00:00,,https://raw.githubusercontent.com/SEACrowd/sea-vl-image-collection/refs/heads/main/data/6612_64 - anjela_santos - Anjela Gail Santos.jpeg,,"A man standing behind a small mobile ice cream cart attached to a motorcycle. The ice cream called ""sorbetes"" is sometimes referred to as ""dirty ice cream"" as it is commonly sold as a street food.","Isang lalaki na nakatayo sa likod ng maliit karito ng ice cream na nakakabit sa isang motorsiklo. Ang ice cream na ito ay tinatawag na ""sorbetes"" na minsan ring tinatawag na ""dirty ice cream"" dahil ito ay kadalasang tinitinda sa kalye.",Philippines,"El Nido, Philippines",Filipino (fil),
,,seacrowd.research@gmail.com,06/02/2025 00:00:00,06/02/2025 00:00:00,,https://raw.githubusercontent.com/SEACrowd/sea-vl-image-collection/refs/heads/main/data/6613_IMG_3976 - Kaung Si Phyo.JPG,,Long legged house and boat shops in Inlay lake region,အင်းလေးခြေတံရှည်အိမ်များနှင့်လှေဆိုင်များ,Myanmar,"Inlay, Myanmar",Burmese (mya),
,,seacrowd.research@gmail.com,06/02/2025 00:00:00,06/02/2025 00:00:00,,https://raw.githubusercontent.com/SEACrowd/sea-vl-image-collection/refs/heads/main/data/6614_IMG_3972 - Kaung Si Phyo.JPG,,Shan Style tofu and tofu salad shops in Taunggyi,တောင်ကြီးရှမ်းတို့ဖူးနှင့်တို့ဖူးသုပ်ဆိုင်,Myanmar,"Taunggyi, Myanmar",Burmese (mya),
,,seacrowd.research@gmail.com,06/02/2025 00:00:00,06/02/2025 00:00:00,,https://raw.githubusercontent.com/SEACrowd/sea-vl-image-collection/refs/heads/main/data/6615_IMG_3979 - Kaung Si Phyo.JPG,,"shan noodles and noodles with melted tofu, this is very famous dish in Shan region",ရှမ်းရိုးရာနာမည်ကြီးအစားအစာ ရှမ်းခေါက်ဆွဲနှင့်တို့ဖူးနွေး,Myanmar,"Taunggyi, Myanmar",Burmese (mya),
,,seacrowd.research@gmail.com,06/02/2025 00:00:00,06/02/2025 00:00:00,,https://raw.githubusercontent.com/SEACrowd/sea-vl-image-collection/refs/heads/main/data/6616_IMG_3942 - Kaung Si Phyo.JPG,,"Mya Nan San Kyaw Palace, which is the place where last king of Burma lived in.",မြန်မာနောက်ဆုံးဘုရင်စံမြန်းနေထိုင်သွားသောမြနန်းဆံကျော်ရွှေနန်းတော်,Myanmar,"Mandalay, Myanmar",Burmese (mya),
,,seacrowd.research@gmail.com,06/02/2025 00:00:00,06/02/2025 00:00:00,,https://raw.githubusercontent.com/SEACrowd/sea-vl-image-collection/refs/heads/main/data/6617_IMG_3977 - Kaung Si Phyo.JPG,,Long legged house in Inlay Lake region,အင်းလေးဒေသမှခြေတံရှည်အိမ်,Myanmar,"Inlay, Myanmar",Burmese (mya),
,,seacrowd.research@gmail.com,06/02/2025 00:00:00,06/02/2025 00:00:00,,https://raw.githubusercontent.com/SEACrowd/sea-vl-image-collection/refs/heads/main/data/6618_70 - anjela_santos - Anjela Gail Santos.jpeg,,"A plate of rice cake called ""palitaw"" garnished with black sesame seeds and a sweet sauce, placed on a banana leaf.","Isang plato ng palitaw na binudburan ng linga at matamis na sarsa, ito'y nakapatong sa dahon ng saging. ",Philippines,"El Nido, Philippines",Filipino (fil),
,,seacrowd.research@gmail.com,06/02/2025 00:00:00,06/02/2025 00:00:00,,https://raw.githubusercontent.com/SEACrowd/sea-vl-image-collection/refs/heads/main/data/6619_IMG_3947_anonymized - Kaung Si Phyo.jpg,,"Yangon University Convocation Hall, The most iconic building on the campus, was completed 1927, and since then has hosted the annual graduation ceremonies (including on the day I took my photographs) and many important speeches. ",ရန်ကုန်တက္ကသိုလ်ဘွဲ့နှင်းသဘင်အဆောက်အအုံ,Myanmar,"Yangon, Myanmar",Burmese (mya),
,,seacrowd.research@gmail.com,06/02/2025 00:00:00,06/02/2025 00:00:00,,https://raw.githubusercontent.com/SEACrowd/sea-vl-image-collection/refs/heads/main/data/6620_IMG_3937 - Kaung Si Phyo.JPG,,"Thadingyut light festival in Stupa, Sagaing",စစ်ကိုင်းတောင်ရိုးမှဘုရားတစ်ဆူ၏သီတင်းကျွတ်မီးထွန်းပွဲ,Myanmar,"Sagaing, Myanmar",Burmese (mya),
,,seacrowd.research@gmail.com,06/02/2025 00:00:00,06/02/2025 00:00:00,,https://raw.githubusercontent.com/SEACrowd/sea-vl-image-collection/refs/heads/main/data/6621_6 - anjela_santos - Anjela Gail Santos.jpg,,"A man is sitting on a red tricycle, looking at a piece of paper while smoking a cigarette.","Isang lalaki ang nakaupo sa isang pulang traysikel, nagbabasa ng papel habang naninigarilyo",Philippines,"Manila, Philippines",Filipino (fil),
,,seacrowd.research@gmail.com,06/02/2025 00:00:00,06/02/2025 00:00:00,,https://raw.githubusercontent.com/SEACrowd/sea-vl-image-collection/refs/heads/main/data/6622_IMG_3991 - Kaung Si Phyo.JPG,,An aerial or elevated view of multiple temples and stupas in Bagan,ပုဂံဘုရားများရှုခင်း,Myanmar,"Bagan, Myanmar",Burmese (mya),
,,seacrowd.research@gmail.com,06/02/2025 00:00:00,06/02/2025 00:00:00,,https://raw.githubusercontent.com/SEACrowd/sea-vl-image-collection/refs/heads/main/data/6623_IMG_3992 - Kaung Si Phyo.JPG,,"A closer view of a temple complex partially hidden by trees, showing the traditional Burmese Buddhist architecture with brick construction and ornate details.",ပုဂံဘုရား၏ဗိသုကာလက်ရာ,Malaysia,"Bagan, Myanmar",Burmese (mya),
,,seacrowd.research@gmail.com,06/02/2025 00:00:00,06/02/2025 00:00:00,,https://raw.githubusercontent.com/SEACrowd/sea-vl-image-collection/refs/heads/main/data/6624_IMG_3993 - Kaung Si Phyo.JPG,,"A framed view through a temple archway showing other temples in the distance, captured through the characteristic reddish-brown brick architecture that Bagan is famous for.",ပုဂံဘုရားပြတင်းပေါက်မှရှုခင်း,Myanmar,"Bagan, Myanmar",Burmese (mya),
,,seacrowd.research@gmail.com,06/02/2025 00:00:00,06/02/2025 00:00:00,,https://raw.githubusercontent.com/SEACrowd/sea-vl-image-collection/refs/heads/main/data/6625_IMG_3994 - Kaung Si Phyo.JPG,,An Old large bell-shaped stupa from Bagan,ပုဂံမှ ပျက်စီးနေသောခေါင်းလောင်းပုံစေတီ,Myanmar,"Bagan, Myanmar",Burmese (mya),
,,seacrowd.research@gmail.com,06/02/2025 00:00:00,06/02/2025 00:00:00,,https://raw.githubusercontent.com/SEACrowd/sea-vl-image-collection/refs/heads/main/data/6626_IMG_3998 - Kaung Si Phyo.JPG,,A panoramic landscape showing farmland with a patchwork of agricultural fields in different stages of cultivation in Sagaing,စစ်ကိုင်းမှ ရေသွင်းစပါးကွင်းများ,Myanmar,"Sagaing, Myanmar",Burmese (mya),
,,seacrowd.research@gmail.com,06/02/2025 00:00:00,06/02/2025 00:00:00,,https://raw.githubusercontent.com/SEACrowd/sea-vl-image-collection/refs/heads/main/data/6627_IMG_3997 - Kaung Si Phyo.JPG,,A man with Myanmar Traditional Man customes walking in Bagan Stupas,မြန်မာအမျိုးသားဝတ်စုံဝတ်ထားသောအမျိုးသားပုဂံဘုရားတွင်လမ်းလျှောက်နေပုံ,Myanmar,"Bagan, Myanmar",Burmese (mya),
,,seacrowd.research@gmail.com,06/02/2025 00:00:00,06/02/2025 00:00:00,,https://raw.githubusercontent.com/SEACrowd/sea-vl-image-collection/refs/heads/main/data/6628_IMG_3975 - Kaung Si Phyo.JPG,,entrance of the A lo taw pout Pagoda from Inlay Lake Region,အင်းလေးဒေသမှ အလိုတော်ပေါက်ဘုရားမုခ်ဦး,Myanmar,"Inlay, Myanmar",Burmese (mya),
,,seacrowd.research@gmail.com,06/02/2025 00:00:00,06/02/2025 00:00:00,,https://raw.githubusercontent.com/SEACrowd/sea-vl-image-collection/refs/heads/main/data/6629_pinatubo_craterlake - Isaiah Flores.jpg,,This is the crater lake inside of Mount Pinatubo.,Ito ang crater lake o ang lawa sa loob ng Bundok Pinatubo.,Philippines,"Mt. Pinatubo, Philippines",Filipino (fil),
,,seacrowd.research@gmail.com,06/02/2025 00:00:00,06/02/2025 00:00:00,,https://raw.githubusercontent.com/SEACrowd/sea-vl-image-collection/refs/heads/main/data/6630_heroes_mtsamat - Isaiah Flores.jpg,,This is a part of the monument of the Shrine of Courage at the Mount Samat Memorial Cross. This includes General Luna and Andres Bonifacio.,Ito ay isang bahagi ng monumento ng Dambana ng Kagitingan sa Mount Samat Memorial Cross. Kabilang rito sina Heneral Luna at Andres Bonifacio.,Philippines,"Mount Samat, Philippines",Filipino (fil),
,,seacrowd.research@gmail.com,06/02/2025 00:00:00,06/02/2025 00:00:00,,https://raw.githubusercontent.com/SEACrowd/sea-vl-image-collection/refs/heads/main/data/6631_rbr - Isaiah Flores.jpg,,This is the iconic Red Brick Road inside the Ateneo de Manila University.,Ito ang Red Brick Road sa loob ng Pamantasang Ateneo de Manila.,Philippines,"Quezon City, Philippines",Filipino (fil),
,,seacrowd.research@gmail.com,06/02/2025 00:00:00,06/02/2025 00:00:00,,https://raw.githubusercontent.com/SEACrowd/sea-vl-image-collection/refs/heads/main/data/6632_serpenteagle - Isaiah Flores.jpg,,This is a Philippine Serpent Eagle which is endemic to the Philippines.,Ito ay isang Philippine Serpent Eagle na dito lang matatagpuan sa Pilipinas.,Philippines,"Rizal, Philippines",Filipino (fil),
,,seacrowd.research@gmail.com,06/02/2025 00:00:00,06/02/2025 00:00:00,,https://raw.githubusercontent.com/SEACrowd/sea-vl-image-collection/refs/heads/main/data/6633_angkas - Isaiah Flores.jpg,,This is the helmet of an Angkas motorcycle taxi driver.,Ito ay ang helmet ng isang Angkas rider.,Philippines,"Quezon City, Philippines",Filipino (fil),
,,seacrowd.research@gmail.com,06/02/2025 00:00:00,06/02/2025 00:00:00,,https://raw.githubusercontent.com/SEACrowd/sea-vl-image-collection/refs/heads/main/data/6634_sanmig - Isaiah Flores.jpg,,This is the famous San Miguel Beer from the Philippines.,Ito ang sikat na San Mig beer galing sa Pilipinas.,Philippines,"Zambales, Philippines",Filipino (fil),
,,seacrowd.research@gmail.com,06/02/2025 00:00:00,06/02/2025 00:00:00,,https://raw.githubusercontent.com/SEACrowd/sea-vl-image-collection/refs/heads/main/data/6635_juanlunast - Isaiah Flores.jpg,,This is Juan Luna street in front of Binondo Church.,Ito ang Juan Luna street sa tapat ng Simbahan ng Binondo.,Philippines,"Manila, Philippines",Filipino (fil),
,,seacrowd.research@gmail.com,06/02/2025 00:00:00,06/02/2025 00:00:00,,https://raw.githubusercontent.com/SEACrowd/sea-vl-image-collection/refs/heads/main/data/6636_IMG-20250202-WA0068 - Richardy Lobo Sapan.jpg,,"Brasil Ice Cream, a legendary brand from Purwokerto, Central Java","Es Krim Brasil, sebuah brand legendaris dari Purwokerto, Jawa Tengah",Indonesia,"Jakarta, Indonesia",Indonesian (ind),
,,seacrowd.research@gmail.com,06/02/2025 00:00:00,06/02/2025 00:00:00,,https://raw.githubusercontent.com/SEACrowd/sea-vl-image-collection/refs/heads/main/data/6637_ongpin - Isaiah Flores.jpg,,"These are vendors cooking in Ongpin Street, which is inside Binondo's Chinatown.",Ito ay mga tinderong nagluluto sa Ongpin Street sa loob ng Binondo Chinatown.,Philippines,"Manila, Philippines",Filipino (fil),
,,seacrowd.research@gmail.com,06/02/2025 00:00:00,06/02/2025 00:00:00,,https://raw.githubusercontent.com/SEACrowd/sea-vl-image-collection/refs/heads/main/data/6638_chinatown - Isaiah Flores.jpg,,This is an arch leading to Binondo Chinatown.,Ito ay isang arko patungo sa Binondo Chinatown.,Philippines,"Manila, Philippines",Filipino (fil),
,,seacrowd.research@gmail.com,06/02/2025 00:00:00,06/02/2025 00:00:00,,https://raw.githubusercontent.com/SEACrowd/sea-vl-image-collection/refs/heads/main/data/6639_manila_anonymized - Isaiah Flores.jpg,,This is a busy street in downtown Manila.,Ito'y isang kalyeng puno ng tao sa gitna ng Manila.,Philippines,"Manila, Philippines",Filipino (fil),
,,seacrowd.research@gmail.com,06/02/2025 00:00:00,06/02/2025 00:00:00,,https://raw.githubusercontent.com/SEACrowd/sea-vl-image-collection/refs/heads/main/data/6640_pawikan - Isaiah Flores.jpg,,These are small baby Philippine Tortoises.,Ito ay mga maliliit na mga Pawikan.,Philippines,"Subic, Philippines",Filipino (fil),
,,seacrowd.research@gmail.com,06/02/2025 00:00:00,06/02/2025 00:00:00,,https://raw.githubusercontent.com/SEACrowd/sea-vl-image-collection/refs/heads/main/data/6641_mt samat - Isaiah Flores.jpg,,This is the Memorial Cross found on Mount Samat.,Ito ang Memorial Cross na matatagpuan sa Bundok Samat.,Philippines,"Mount Samat, Philippines",Filipino (fil),
,,seacrowd.research@gmail.com,06/02/2025 00:00:00,06/02/2025 00:00:00,,https://raw.githubusercontent.com/SEACrowd/sea-vl-image-collection/refs/heads/main/data/6642_blueeagle - Isaiah Flores.jpg,,"This is the Blue Eagle, the symbol of Ateneo de Manila University.","Ito ay ang 'Blue Eagle,' ang simbolo ng Pamantasan ng Ateneo de Manila.",Philippines,"Quezon City, Philippines",Filipino (fil),
,,seacrowd.research@gmail.com,06/02/2025 00:00:00,06/02/2025 00:00:00,,https://raw.githubusercontent.com/SEACrowd/sea-vl-image-collection/refs/heads/main/data/6643_baguio - Isaiah Flores.jpg,,"This is Burnham Lake, which is often visited by tourists in Baguio City.",Ito ang Burnham Lake na madalas puntahan ng turista sa Baguio City.,Philippines,"Baguio, Philippines",Filipino (fil),
,,seacrowd.research@gmail.com,06/02/2025 00:00:00,06/02/2025 00:00:00,,https://raw.githubusercontent.com/SEACrowd/sea-vl-image-collection/refs/heads/main/data/6644_PXL_20240617_033359901.RAW-01.COVER~2_anonymized - Isaiah Flores.jpg,,This is the Baguio Cathedral. One of the most famous Catholic churches in the North.,Ito ang Baguio Cathedral. Isa sa mga pinakasikat na simbahang Katoliko sa Norte.,Philippines,"Baguio, Philippines",Filipino (fil),
,,seacrowd.research@gmail.com,06/02/2025 00:00:00,06/02/2025 00:00:00,,https://raw.githubusercontent.com/SEACrowd/sea-vl-image-collection/refs/heads/main/data/6645_dlsu - Isaiah Flores.jpg,,This is Henry Sy Sr. Hall inside De La Salle University. Many students are walking to their exam rooms.,Ito ang Henry Sy Sr. Hall sa loob ng Pamantasang De La Salle. Maraming estudyante ang naglalakad papunta sa kanilang mga silid ng pagsusulit.,Philippines,"Manila, Philippines",Filipino (fil),
,,seacrowd.research@gmail.com,06/02/2025 00:00:00,06/02/2025 00:00:00,,https://raw.githubusercontent.com/SEACrowd/sea-vl-image-collection/refs/heads/main/data/6646_PXL_20241204_104042005.LONG_EXPOSURE-01.COVER - Isaiah Flores.jpg,,This is Commonwealth Avenue going to Quezon Memorial Circle.,Ito ang Commonwealth Avenue patungo sa Quezon Memorial Circle.,Philippines,"Quezon City, Philippines",Filipino (fil),
,,seacrowd.research@gmail.com,06/02/2025 00:00:00,06/02/2025 00:00:00,,https://raw.githubusercontent.com/SEACrowd/sea-vl-image-collection/refs/heads/main/data/6647_philcoa - Isaiah Flores.jpg,,"This is the inside of a jeep, on the front side. Here you can see the cards with the route on it.","Ito ang loob ng isang jeep, sa may harapan banda. Makikita rito ang mga plaka na may nakasulat na ruta.",Philippines,"Quezon City, Philippines",Filipino (fil),
,,seacrowd.research@gmail.com,06/02/2025 00:00:00,06/02/2025 00:00:00,,https://raw.githubusercontent.com/SEACrowd/sea-vl-image-collection/refs/heads/main/data/6648_jeep - Isaiah Flores.jpg,,"This is the interior of a jeep at night, with few passengers.",Ito ang loob ng isang jeep sa gabi na may konting pasahero.,Philippines,"Quezon City, Philippines",Filipino (fil),
